"20-30mM-1_Xylene20mM - RawData"
"Wavelength nm."	"Abs."
1170.00	0.0289
1171.00	0.0291
1172.00	0.0290
1173.00	0.0290
1174.00	0.0287
1175.00	0.0286
1176.00	0.0285
1177.00	0.0285
1178.00	0.0284
1179.00	0.0285
1180.00	0.0285
1181.00	0.0286
1182.00	0.0289
1183.00	0.0288
1184.00	0.0286
1185.00	0.0285
1186.00	0.0285
1187.00	0.0281
1188.00	0.0282
1189.00	0.0284
1190.00	0.0285
1191.00	0.0287
1192.00	0.0289
1193.00	0.0289
1194.00	0.0292
1195.00	0.0293
1196.00	0.0291
1197.00	0.0292
1198.00	0.0290
1199.00	0.0287
1200.00	0.0286
1201.00	0.0285
1202.00	0.0285
1203.00	0.0289
1204.00	0.0292
1205.00	0.0295
1206.00	0.0296
1207.00	0.0295
1208.00	0.0293
1209.00	0.0291
1210.00	0.0289
1211.00	0.0289
1212.00	0.0290
1213.00	0.0291
1214.00	0.0292
1215.00	0.0292
1216.00	0.0294
1217.00	0.0294
1218.00	0.0291
1219.00	0.0290
1220.00	0.0289
1221.00	0.0288
1222.00	0.0289
1223.00	0.0292
1224.00	0.0293
1225.00	0.0295
1226.00	0.0296
1227.00	0.0296
1228.00	0.0295
1229.00	0.0295
1230.00	0.0294
1231.00	0.0293
1232.00	0.0293
1233.00	0.0294
1234.00	0.0294
1235.00	0.0296
1236.00	0.0298
1237.00	0.0296
1238.00	0.0297
1239.00	0.0298
1240.00	0.0298
1241.00	0.0299
1242.00	0.0298
1243.00	0.0299
1244.00	0.0301
1245.00	0.0298
1246.00	0.0293
1247.00	0.0294
1248.00	0.0293
1249.00	0.0293
1250.00	0.0295
1251.00	0.0302
1252.00	0.0302
1253.00	0.0300
1254.00	0.0301
1255.00	0.0301
1256.00	0.0300
1257.00	0.0302
1258.00	0.0304
1259.00	0.0306
1260.00	0.0307
1261.00	0.0310
1262.00	0.0311
1263.00	0.0312
1264.00	0.0311
1265.00	0.0311
1266.00	0.0312
1267.00	0.0311
1268.00	0.0314
1269.00	0.0314
1270.00	0.0315
1271.00	0.0315
1272.00	0.0315
1273.00	0.0313
1274.00	0.0314
1275.00	0.0315
1276.00	0.0311
1277.00	0.0308
1278.00	0.0309
1279.00	0.0310
1280.00	0.0310
1281.00	0.0315
1282.00	0.0320
1283.00	0.0322
1284.00	0.0323
1285.00	0.0322
1286.00	0.0320
1287.00	0.0320
1288.00	0.0318
1289.00	0.0317
1290.00	0.0319
1291.00	0.0321
1292.00	0.0322
1293.00	0.0323
1294.00	0.0324
1295.00	0.0324
1296.00	0.0326
1297.00	0.0323
1298.00	0.0325
1299.00	0.0325
1300.00	0.0323
1301.00	0.0324
1302.00	0.0327
1303.00	0.0327
1304.00	0.0327
1305.00	0.0330
1306.00	0.0328
1307.00	0.0327
1308.00	0.0326
1309.00	0.0328
1310.00	0.0329
1311.00	0.0330
1312.00	0.0334
1313.00	0.0336
1314.00	0.0335
1315.00	0.0336
1316.00	0.0338
1317.00	0.0336
1318.00	0.0337
1319.00	0.0339
1320.00	0.0338
1321.00	0.0338
1322.00	0.0338
1323.00	0.0339
1324.00	0.0338
1325.00	0.0340
1326.00	0.0342
1327.00	0.0343
1328.00	0.0345
1329.00	0.0344
1330.00	0.0345
1331.00	0.0346
1332.00	0.0346
1333.00	0.0345
1334.00	0.0349
1335.00	0.0348
1336.00	0.0350
1337.00	0.0353
1338.00	0.0351
1339.00	0.0351
1340.00	0.0352
1341.00	0.0352
1342.00	0.0351
1343.00	0.0353
1344.00	0.0354
1345.00	0.0356
1346.00	0.0356
1347.00	0.0359
1348.00	0.0360
1349.00	0.0360
1350.00	0.0358
1351.00	0.0359
1352.00	0.0357
1353.00	0.0358
1354.00	0.0361
1355.00	0.0363
1356.00	0.0366
1357.00	0.0369
1358.00	0.0372
1359.00	0.0373
1360.00	0.0375
1361.00	0.0375
1362.00	0.0377
1363.00	0.0377
1364.00	0.0376
1365.00	0.0378
1366.00	0.0376
1367.00	0.0378
1368.00	0.0379
1369.00	0.0382
1370.00	0.0381
1371.00	0.0385
1372.00	0.0385
1373.00	0.0386
1374.00	0.0387
1375.00	0.0389
1376.00	0.0390
1377.00	0.0390
1378.00	0.0393
1379.00	0.0392
1380.00	0.0393
1381.00	0.0395
1382.00	0.0396
1383.00	0.0397
1384.00	0.0399
1385.00	0.0400
1386.00	0.0399
1387.00	0.0401
1388.00	0.0399
1389.00	0.0403
1390.00	0.0403
1391.00	0.0406
1392.00	0.0410
1393.00	0.0411
1394.00	0.0410
1395.00	0.0411
1396.00	0.0412
1397.00	0.0409
1398.00	0.0409
1399.00	0.0411
1400.00	0.0414
1401.00	0.0415
1402.00	0.0418
1403.00	0.0422
1404.00	0.0423
1405.00	0.0423
1406.00	0.0424
1407.00	0.0426
1408.00	0.0427
1409.00	0.0429
1410.00	0.0427
1411.00	0.0428
1412.00	0.0429
1413.00	0.0430
1414.00	0.0432
1415.00	0.0435
1416.00	0.0437
1417.00	0.0440
1418.00	0.0441
1419.00	0.0441
1420.00	0.0443
1421.00	0.0443
1422.00	0.0444
1423.00	0.0446
1424.00	0.0448
1425.00	0.0448
1426.00	0.0451
1427.00	0.0453
1428.00	0.0447
1429.00	0.0443
1430.00	0.0447
1431.00	0.0448
1432.00	0.0449
1433.00	0.0454
1434.00	0.0459
1435.00	0.0459
1436.00	0.0458
1437.00	0.0459
1438.00	0.0461
1439.00	0.0461
1440.00	0.0456
1441.00	0.0457
1442.00	0.0457
1443.00	0.0457
1444.00	0.0460
1445.00	0.0466
1446.00	0.0467
1447.00	0.0469
1448.00	0.0471
1449.00	0.0473
1450.00	0.0475
1451.00	0.0478
1452.00	0.0478
1453.00	0.0479
1454.00	0.0480
1455.00	0.0480
1456.00	0.0479
1457.00	0.0481
1458.00	0.0483
1459.00	0.0476
1460.00	0.0474
1461.00	0.0476
1462.00	0.0475
1463.00	0.0476
1464.00	0.0485
1465.00	0.0488
1466.00	0.0490
1467.00	0.0491
1468.00	0.0488
1469.00	0.0486
1470.00	0.0488
1471.00	0.0488
1472.00	0.0491
1473.00	0.0493
1474.00	0.0498
1475.00	0.0499
1476.00	0.0500
1477.00	0.0500
1478.00	0.0503
1479.00	0.0505
1480.00	0.0506
1481.00	0.0509
1482.00	0.0512
1483.00	0.0515
1484.00	0.0515
1485.00	0.0518
1486.00	0.0515
1487.00	0.0513
1488.00	0.0518
1489.00	0.0518
1490.00	0.0515
1491.00	0.0521
1492.00	0.0523
1493.00	0.0521
1494.00	0.0526
1495.00	0.0531
1496.00	0.0533
1497.00	0.0537
1498.00	0.0536
1499.00	0.0536
1500.00	0.0537
1501.00	0.0538
1502.00	0.0539
1503.00	0.0541
1504.00	0.0541
1505.00	0.0546
1506.00	0.0549
1507.00	0.0551
1508.00	0.0555
1509.00	0.0558
1510.00	0.0555
1511.00	0.0557
1512.00	0.0556
1513.00	0.0555
1514.00	0.0559
1515.00	0.0560
1516.00	0.0558
1517.00	0.0562
1518.00	0.0564
1519.00	0.0567
1520.00	0.0569
1521.00	0.0571
1522.00	0.0573
1523.00	0.0575
1524.00	0.0574
1525.00	0.0577
1526.00	0.0579
1527.00	0.0579
1528.00	0.0580
1529.00	0.0580
1530.00	0.0582
1531.00	0.0583
1532.00	0.0585
1533.00	0.0587
1534.00	0.0590
1535.00	0.0591
1536.00	0.0595
1537.00	0.0596
1538.00	0.0596
1539.00	0.0595
1540.00	0.0596
1541.00	0.0597
1542.00	0.0598
1543.00	0.0600
1544.00	0.0603
1545.00	0.0606
1546.00	0.0606
1547.00	0.0607
1548.00	0.0610
1549.00	0.0611
1550.00	0.0610
1551.00	0.0611
1552.00	0.0614
1553.00	0.0615
1554.00	0.0617
1555.00	0.0619
1556.00	0.0622
1557.00	0.0625
1558.00	0.0625
1559.00	0.0626
1560.00	0.0631
1561.00	0.0628
1562.00	0.0627
1563.00	0.0635
1564.00	0.0637
1565.00	0.0634
1566.00	0.0639
1567.00	0.0641
1568.00	0.0638
1569.00	0.0640
1570.00	0.0643
1571.00	0.0646
1572.00	0.0646
1573.00	0.0647
1574.00	0.0650
1575.00	0.0650
1576.00	0.0650
1577.00	0.0652
1578.00	0.0656
1579.00	0.0656
1580.00	0.0659
1581.00	0.0659
1582.00	0.0658
1583.00	0.0660
1584.00	0.0660
1585.00	0.0661
1586.00	0.0665
1587.00	0.0669
1588.00	0.0669
1589.00	0.0671
1590.00	0.0673
1591.00	0.0674
1592.00	0.0677
1593.00	0.0679
1594.00	0.0680
1595.00	0.0681
1596.00	0.0683
1597.00	0.0684
1598.00	0.0686
1599.00	0.0688
1600.00	0.0692
1601.00	0.0694
1602.00	0.0696
1603.00	0.0697
1604.00	0.0698
1605.00	0.0699
1606.00	0.0701
1607.00	0.0701
1608.00	0.0701
1609.00	0.0704
1610.00	0.0704
1611.00	0.0705
1612.00	0.0709
1613.00	0.0707
1614.00	0.0708
1615.00	0.0710
1616.00	0.0711
1617.00	0.0713
1618.00	0.0719
1619.00	0.0720
1620.00	0.0722
1621.00	0.0724
1622.00	0.0724
1623.00	0.0724
1624.00	0.0728
1625.00	0.0731
1626.00	0.0735
1627.00	0.0738
1628.00	0.0741
1629.00	0.0741
1630.00	0.0739
1631.00	0.0739
1632.00	0.0738
1633.00	0.0741
1634.00	0.0741
1635.00	0.0743
1636.00	0.0745
1637.00	0.0746
1638.00	0.0746
1639.00	0.0747
1640.00	0.0748
1641.00	0.0747
1642.00	0.0750
1643.00	0.0746
1644.00	0.0745
1645.00	0.0746
1646.00	0.0745
1647.00	0.0743
1648.00	0.0745
1649.00	0.0745
1650.00	0.0742
1651.00	0.0742
1652.00	0.0739
1653.00	0.0737
1654.00	0.0736
1655.00	0.0736
1656.00	0.0734
1657.00	0.0734
1658.00	0.0734
1659.00	0.0737
1660.00	0.0737
1661.00	0.0740
1662.00	0.0743
1663.00	0.0744
1664.00	0.0742
1665.00	0.0743
1666.00	0.0743
1667.00	0.0744
1668.00	0.0745
1669.00	0.0746
1670.00	0.0748
1671.00	0.0748
1672.00	0.0749
1673.00	0.0750
1674.00	0.0753
1675.00	0.0754
1676.00	0.0757
1677.00	0.0759
1678.00	0.0761
1679.00	0.0762
1680.00	0.0761
1681.00	0.0763
1682.00	0.0764
1683.00	0.0766
1684.00	0.0769
1685.00	0.0773
1686.00	0.0774
1687.00	0.0776
1688.00	0.0778
1689.00	0.0778
1690.00	0.0776
1691.00	0.0775
1692.00	0.0774
1693.00	0.0774
1694.00	0.0775
1695.00	0.0776
1696.00	0.0778
1697.00	0.0781
1698.00	0.0786
1699.00	0.0789
1700.00	0.0791
1701.00	0.0793
1702.00	0.0796
1703.00	0.0794
1704.00	0.0790
1705.00	0.0792
1706.00	0.0792
1707.00	0.0792
1708.00	0.0794
1709.00	0.0798
1710.00	0.0802
1711.00	0.0804
1712.00	0.0809
1713.00	0.0812
1714.00	0.0816
1715.00	0.0819
1716.00	0.0820
1717.00	0.0819
1718.00	0.0819
1719.00	0.0819
1720.00	0.0818
1721.00	0.0818
1722.00	0.0820
1723.00	0.0822
1724.00	0.0822
1725.00	0.0823
1726.00	0.0825
1727.00	0.0825
1728.00	0.0828
1729.00	0.0832
1730.00	0.0834
1731.00	0.0835
1732.00	0.0837
1733.00	0.0835
1734.00	0.0835
1735.00	0.0836
1736.00	0.0836
1737.00	0.0838
1738.00	0.0839
1739.00	0.0841
1740.00	0.0842
1741.00	0.0846
1742.00	0.0847
1743.00	0.0849
1744.00	0.0852
1745.00	0.0853
1746.00	0.0853
1747.00	0.0855
1748.00	0.0857
1749.00	0.0857
1750.00	0.0861
1751.00	0.0862
1752.00	0.0865
1753.00	0.0867
